,ACFL,AMCR,AMGO,AMRE,AMRO,BAOR,BAWW,BGGN,BHCO,BLBW,BLJA,BRTH,BTNW,BWWA,CACH,CARW,CEDW,CERW,CHSP,COYE,EAPH,EATO,EAWP,ETTI,FISP,GCFL,GRCA,HOWA,INBU,KEWA,LOWA,NOCA,NOPA,OVEN,PIWA,PRAW,RBGR,REVI,RWBL,SCTA,SUTA,WBNU,WEVI,WEWA,WOTH,YBCH,YTVI,YTWA
105,4,1,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,6,1,4,0,1,0,2,0,0,0,8,0,3,0,2,0,3,1,0,1,0
106,10,0,0,4,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,2,7,0,2,0,2,0,2,1,0,0,0
107,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0,2,0,0,0,0,0,2,0,0,0,9,0,2,0,3,0,1,3,0,0,0
108,6,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,1,0,0,0,7,0,0,0,0,0,9,0,0,1,7,0,3,0,1,0,3,2,0,3,0
109,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,3,0,1,0,5,4,0,0,2,1,9,2,0,0,6,0,0,0,1,0,2,0,0,0,10
110,10,0,0,2,2,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,2,1,1,0,2,4,0,0,0
111,7,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,10,0,0,0,18,0,0,0,0,0,0,0,0,2,0
112,6,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,4,0,3,0,1,1,0,1,0
113,6,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,5,0,0,0,0,0,12,0,0,1,7,0,2,0,3,0,0,1,0,0,0
114,7,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,9,0,0,0,0,0,12,0,0,0,7,0,2,0,3,0,3,2,0,1,0
115,7,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,11,0,4,0,1,0,2,2,0,0,0
116,7,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,5,0,0,1,9,0,3,0,1,0,5,6,0,0,0
117,6,1,1,5,1,0,0,0,3,0,0,0,0,4,4,0,0,1,0,0,0,8,0,2,0,0,0,3,1,1,1,0,0,8,0,0,2,12,0,4,0,0,0,1,3,0,1,0
118,1,1,0,3,2,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,7,0,1,0,2,0,2,0,1,0,10,0,2,0,0,2,1,1,3,0,0
119,0,0,0,2,1,0,1,5,1,0,1,0,0,0,0,0,0,4,0,0,0,1,6,2,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,2,1,1,1,1,3,0,4,0
120,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,7,0,0,0,6,0,1,0,1,0,2,0,0,0,0
121,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,5,0,2,0,0,0,11,0,0,0,2,0,5,0,1,0,1,4,0,1,0
122,7,0,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4,0,1,0,1,0,8,0,0,1,11,0,0,0,3,0,1,4,0,0,0
123,4,1,1,5,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,2,1,0,12,0,0,1,10,0,3,0,1,0,0,5,0,0,0
124,6,0,0,0,2,0,4,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,8,0,2,0,7,0,2,0,0,1,4,0,1,0,0
125,9,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,1,0,4,0,0,0,8,0,1,0,1,0,3,4,0,1,0
126,7,1,0,0,0,0,2,1,0,0,3,0,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,2,0,1,0,0,0,5,0,0,0,7,0,4,0,1,0,1,3,0,1,0
127,4,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,13,0,0,0,2,4,1,4,0,0,0
128,4,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,12,0,0,0,7,0,5,0,2,1,4,1,1,2,0
129,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,15,0,2,0,0,0,4,1,0,0,0
130,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,2,1,0,5,0,8,3,1,0,1,0,0,0,0,0,4,0,4,1,6,0,2,2,0,2,0
131,7,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,1,1,0,0,12,0,0,0,6,0,3,0,0,0,3,3,0,2,0
132,6,0,0,0,0,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,9,0,3,0,5,0,5,7,0,0,0
133,3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0,0,0,0,1,3,0,0,2,6,0,3,0,2,0,0,8,0,1,0
134,8,2,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,15,0,0,0,11,0,1,0,2,0,4,0,0,1,0
135,7,0,0,4,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,1,0,0,0,4,0,0,1,0,0,6,0,0,0,9,0,1,0,1,2,6,1,0,1,0
136,0,0,0,0,1,5,5,2,3,0,1,0,0,3,0,1,6,0,0,0,1,9,0,4,0,2,0,6,2,1,0,0,0,0,0,1,0,1,0,2,1,3,6,2,1,5,1,0
137,0,1,0,0,0,0,1,0,2,0,1,0,0,1,2,0,4,0,0,0,0,5,3,1,0,0,0,6,1,4,0,2,0,0,0,1,0,4,0,1,1,8,3,0,5,0,2,0
138,0,2,1,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,2,0,13,0,2,2,0,0,1,3,0,0,0,0,1,0,10,0,1,0,1,0,0,5,0,0,8,0,0
139,1,0,0,0,0,0,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,3,1,0,0,2,0,0,3,0,0,4,0,2,0,0,0,3,0,3,0,2,2,2,2,1,0,0
140,4,0,3,0,0,0,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,0,3,3,1,1,0,0,8,0,1,0,7,0,0,0,2,0,3,7,2,0,0
141,3,1,4,2,0,0,0,6,0,0,2,0,0,1,1,0,0,1,0,3,0,3,1,6,0,0,1,0,6,0,0,2,1,2,0,0,1,9,1,4,0,2,3,0,4,0,0,0
142,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,3,0,1,0,0,1,8,0,0,0,10,0,1,0,1,0,0,2,0,0,0
143,6,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,10,0,1,0,0,0,0,0,0,0,0
144,2,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,5,2,0,0,0,0,4,2,1,0,3,0,2,0,0,0,5,0,3,0,4,6,2,3,2,1,5
145,3,1,0,0,0,1,2,0,4,0,0,0,0,0,1,1,0,0,0,0,1,7,2,3,0,1,0,2,1,1,0,0,0,2,0,4,0,4,0,3,1,3,3,0,3,1,1,0
146,12,0,0,0,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,1,0,5,0,0,0,8,0,6,0,2,0,3,7,0,0,0
147,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,4,0,0,0,1,0,6,0,0,0,7,0,8,0,0,0,2,5,0,0,0
148,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,8,0,1,0,6,0,3,0,3,0,1,4,1,0,0
149,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,7,0,1,0,0,0,1,8,0,0,0
150,5,0,0,1,1,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,8,0,0,0,7,0,3,0,4,0,1,4,0,0,0
151,3,3,1,0,0,0,2,7,0,0,0,0,0,1,2,2,0,0,1,2,2,2,0,4,0,2,1,2,1,2,1,3,0,4,0,0,0,6,0,1,0,2,1,3,1,4,0,0
152,2,1,0,0,1,0,3,1,6,0,0,0,0,2,1,0,0,0,0,0,1,5,2,4,0,0,0,4,0,4,0,1,0,11,0,1,0,4,0,3,0,3,0,3,1,0,0,3
153,8,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,11,0,1,0,4,0,3,4,0,0,0
154,8,0,1,0,0,0,3,4,4,0,2,0,0,0,1,0,0,0,0,1,1,2,0,2,0,0,2,6,0,0,1,3,1,4,0,0,0,16,0,3,0,2,1,1,7,0,0,0
155,5,2,2,4,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,3,0,2,1,5,0,1,0,3,6,2,0,2,0,1,0,0,0,8,0,2,0,2,3,2,1,0,3,2
156,3,0,1,0,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,1,0,0,0,0,8,0,0,0,4,0,2,0,0,0,3,0,0,0,0
157,3,1,0,0,1,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,13,0,0,0,4,0,4,0,4,0,0,5,0,0,1
158,4,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,4,0,2,0,0,0,10,0,0,0,5,0,0,0,3,0,4,0,0,2,0
159,9,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,4,1,1,0,0,2,1,0,1,0,0,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,1
160,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,1,0,6,0,0,0,1,0,3,0,0,0,9,0,3,1,2,0,2,1,0,3,0
161,6,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,8,0,0,0,9,0,2,0,1,0,3,4,0,3,0
162,1,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,3,0,0,0,0,1,0,1,0,7,0,1,1,0,1,2,2,0,1,0
163,9,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,1,2,0,0,0,3,0,0,1,0,0,6,0,0,0,14,0,0,0,2,0,0,3,0,0,0
164,3,0,0,0,0,1,4,2,3,0,5,0,0,0,3,1,1,0,1,0,1,7,0,5,0,0,2,3,2,5,0,0,0,3,0,2,1,4,0,3,0,4,1,3,1,5,1,0
165,2,1,0,0,0,0,2,2,2,0,1,0,0,0,2,1,0,0,0,0,0,5,0,6,0,0,0,9,2,0,0,1,0,6,0,0,0,8,0,1,0,0,0,1,2,0,1,0
166,6,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,0,0,0,0,0,5,3,2,2,0,0,7,0,0,0,11,0,1,0,2,0,1,5,0,0,1
167,5,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,4,0,1,1,5,1,2,0,0,0,5,0,0,0,4,0,2,0,3,2,2,0,1,1,0
168,2,0,0,6,2,0,0,6,0,0,0,0,0,0,2,1,0,0,0,2,0,4,0,5,0,0,1,1,3,2,1,3,0,1,0,0,0,6,0,0,0,1,5,0,5,0,2,3
169,11,1,0,0,2,2,0,2,4,1,2,0,0,0,0,0,3,0,0,0,0,1,3,3,0,1,0,3,0,2,2,1,0,1,0,0,1,14,0,2,0,4,0,3,12,0,0,0
170,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,1,0,0,4,0,0,0,8,0,2,0,1,0,4,4,0,1,0
171,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,9,0,0,0,7,0,2,0,1,0,1,3,0,0,0
172,3,0,0,0,2,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,5,0,0,0,0,0,14,0,0,0,8,0,3,1,2,0,3,6,0,3,0
173,1,0,0,0,0,0,2,1,1,0,2,1,0,3,1,0,0,0,0,0,0,3,0,1,0,0,0,2,7,0,0,1,0,3,0,0,0,9,0,0,0,0,1,0,0,6,0,0
174,1,0,0,0,0,0,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,12,0,0,0,8,0,3,1,0,0,4,2,0,0,0
175,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,3,4,0,0,4,0,1,0,1,0,5,0,0,0,0,1,2,1,0,0,0
176,1,1,0,0,1,0,1,5,1,0,1,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,13,0,0,0,11,0,0,1,3,0,1,4,0,0,0
177,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,7,0,1,0,0,0,10,0,0,0,12,0,7,0,0,1,3,1,0,0,0
178,5,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,0,0,0,6,0,1,0,3,0,4,7,0,0,0
179,3,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,4,0,0,0,0,0,11,0,0,0,10,0,3,0,2,0,2,8,0,1,0
180,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,6,1,0,0,0,0,5,0,0,0,12,0,3,0,2,0,0,3,0,0,0
181,5,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,7,0,0,0,6,0,3,0,0,0,1,7,0,1,0
182,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,6,1,1,0,0,0,1,3,0,0,0,0,4,0,3,0,2,0,1,0,2,0,0,0,3,1,0
183,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,0,0,2,0,0,0,0,0,14,0,0,0,7,0,0,0,4,0,2,2,0,1,0
184,5,0,0,0,6,0,1,1,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,6,0,1,0,1,0,5,5,0,2,0
185,0,0,0,0,0,0,1,1,0,0,1,0,0,5,2,0,0,0,0,4,0,5,0,0,3,0,2,1,5,0,0,1,0,0,0,7,0,2,0,0,0,0,3,0,0,10,1,0
186,0,0,2,0,1,0,0,2,3,0,0,1,0,3,0,0,0,0,0,0,0,5,1,2,0,3,0,5,2,1,0,1,0,0,0,3,0,4,0,2,0,0,4,2,0,3,1,0
187,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,9,0,2,3,0,1,4,5,0,0,0
188,2,0,0,0,0,0,3,1,4,0,3,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,5,0,3,0,0,0,7,0,0,0,9,0,6,1,1,0,3,1,0,0,0
189,0,0,1,0,2,0,4,0,1,0,2,0,0,0,2,0,0,0,0,1,0,8,0,3,0,0,0,9,6,1,0,0,0,5,0,1,0,3,0,4,0,3,1,1,3,6,1,0
190,0,0,1,0,0,0,4,1,3,0,0,0,0,4,2,1,3,0,0,1,1,8,0,2,1,1,0,4,6,0,0,1,0,0,0,8,1,3,0,0,0,3,7,0,0,9,0,0
191,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,2,3,0,0,0,0,5,0,2,0,5,0,0,0,1,3,1,0,0,0,0
192,0,1,0,0,0,0,2,1,0,0,1,0,0,4,2,0,0,0,0,0,1,7,1,0,4,0,1,7,2,1,0,0,0,5,0,3,0,6,0,0,0,0,1,0,0,1,0,0
193,7,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,9,0,0,0,12,0,5,0,3,0,0,2,0,1,0
194,0,1,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,1,0,4,0,0,1,0,0,0,1,1,0,2,0,2,0,3,0,2,0,2,0,1,1,0,0,4,0,0
195,3,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,7,0,2,1,4,0,2,6,0,0,0
196,2,1,0,0,0,0,3,0,2,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,6,3,5,1,0,0,7,0,0,0,9,0,2,0,1,0,1,1,0,1,0
197,3,0,0,0,0,0,2,5,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,6,0,0,0,1,0,8,0,0,1,10,0,4,0,1,0,1,0,0,3,0
198,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,5,0,1,0,0,0,11,0,0,0,6,0,4,0,1,0,1,7,0,0,0
199,6,0,0,0,1,0,3,1,4,0,0,0,0,0,1,0,0,3,0,0,0,3,1,1,0,1,0,3,0,0,0,0,0,9,0,0,0,10,0,1,0,2,0,4,0,0,3,0
200,3,0,0,0,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,8,0,0,1,0,0,10,0,0,0,11,0,4,0,2,0,2,2,0,2,0
201,4,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,5,0,1,0,0,0,15,0,0,0,7,0,5,0,1,0,1,5,0,0,0
202,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,3,2,1,0,0,0,2,0,3,0,0,0,13,0,0,0,8,0,2,0,1,0,1,0,0,2,0
203,7,0,0,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,2,4,4,3,0,1,0,5,0,0,0,0,0,8,0,0,0,9,0,6,0,2,0,2,7,0,0,0
204,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,2,0,0,0,11,0,2,0,0,0,0,3,0,0,0
205,0,2,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,8,0,0,0,0,0,2,2,0,0,0,0,4,0,4,0,1,0,0,0,0,5,1,0,8,0,0
206,7,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,9,0,0,0,10,0,4,0,5,0,1,3,0,1,0
207,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0
208,0,0,0,2,4,0,5,3,1,0,0,1,0,0,0,0,0,3,0,0,0,4,2,1,0,0,1,3,1,0,0,2,0,3,0,1,0,8,0,4,0,1,5,0,9,2,1,0
209,2,0,8,2,0,0,0,6,0,0,0,0,0,3,6,1,4,1,0,7,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,0,1,6,1,1,1,0,7,0,0,4,1,0
210,2,0,0,0,1,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,4,0,0,0,1,0,3,0,0,0,18,0,1,1,1,2,5,5,0,0,0